Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global"
simple,M1-1.0,"VS NEGRO 1.0 100ML.",1,0,visible,"Professional Italian Hair Care: VS NEGRO 1.0 100ML.","VS NEGRO 1.0 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M50-5.0,"VS LIGHT BROWN 5.0 100ML.",1,0,visible,"Professional Italian Hair Care: VS LIGHT BROWN 5.0 100ML.","VS LIGHT BROWN 5.0 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M60-6.0,"VS DARK BLONDE 6.0 100ML.",1,0,visible,"Professional Italian Hair Care: VS DARK BLONDE 6.0 100ML.","VS DARK BLONDE 6.0 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M10-10.0,"VS BLONDE PLATINE 10.0 100ML.",1,0,visible,"Professional Italian Hair Care: VS BLONDE PLATINE 10.0 100ML.","VS BLONDE PLATINE 10.0 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M18-1.8,"VS BLUE BLACK 1.8 100ML.",1,0,visible,"Professional Italian Hair Care: VS BLUE BLACK 1.8 100ML.","VS BLUE BLACK 1.8 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M20-2.0,"VS DARKES BROWN 2.0 100ML.",1,0,visible,"Professional Italian Hair Care: VS DARKES BROWN 2.0 100ML.","VS DARKES BROWN 2.0 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M30-3.0,"VS DARK BROWN 3.0 100ML.",1,0,visible,"Professional Italian Hair Care: VS DARK BROWN 3.0 100ML.","VS DARK BROWN 3.0 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M70-7.0,"VS BLONDE 7.0 100ML.",1,0,visible,"Professional Italian Hair Care: VS BLONDE 7.0 100ML.","VS BLONDE 7.0 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M40-4.0,"VS BROWN 4.0 100ML.",1,0,visible,"Professional Italian Hair Care: VS BROWN 4.0 100ML.","VS BROWN 4.0 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M90-9.0,"VS VERY LIGHT BLONDE 9.0 100ML",1,0,visible,"Professional Italian Hair Care: VS VERY LIGHT BLONDE 9.0 100ML","VS VERY LIGHT BLONDE 9.0 100ML",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,M80-8.0,"VS LIGHT BLONDE 8.0 100ML.",1,0,visible,"Professional Italian Hair Care: VS LIGHT BLONDE 8.0 100ML.","VS LIGHT BLONDE 8.0 100ML.",taxable,1,100,0,0,,,,,1,,,"9,239.23000","Versum > Other","Versum, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,1,"GENUS COLOR NATURAL",1,0,visible,"Professional Italian Hair Care: GENUS COLOR NATURAL","GENUS COLOR NATURAL",taxable,1,100,0,0,,,,,1,,,7036.029,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,3,"ML OXY IN CREAM 20 VOL",1,0,visible,"Professional Italian Hair Care: ML OXY IN CREAM 20 VOL","ML OXY IN CREAM 20 VOL",taxable,1,100,0,0,,,,,1,,,7931.5236,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,4,"ML OXY IN CREAM 30 VOL",1,0,visible,"Professional Italian Hair Care: ML OXY IN CREAM 30 VOL","ML OXY IN CREAM 30 VOL",taxable,1,100,0,0,,,,,1,,,7931.5236,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,5,"ML OXY IN CREAM 40 VOL",1,0,visible,"Professional Italian Hair Care: ML OXY IN CREAM 40 VOL","ML OXY IN CREAM 40 VOL",taxable,1,100,0,0,,,,,1,,,7931.5236,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,6,"GENUS COLOR NATURAL",1,0,visible,"Professional Italian Hair Care: GENUS COLOR NATURAL","GENUS COLOR NATURAL",taxable,1,100,0,0,,,,,1,,,7036.029,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,7,"GENUS COLOR NATURAL",1,0,visible,"Professional Italian Hair Care: GENUS COLOR NATURAL","GENUS COLOR NATURAL",taxable,1,100,0,0,,,,,1,,,7036.029,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,8,"GENUS COLOR NATURA",1,0,visible,"Professional Italian Hair Care: GENUS COLOR NATURA","GENUS COLOR NATURA",taxable,1,100,0,0,,,,,1,,,7036.029,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,9,"GENUS COLOR NATURAL",1,0,visible,"Professional Italian Hair Care: GENUS COLOR NATURAL","GENUS COLOR NATURAL",taxable,1,100,0,0,,,,,1,,,7036.029,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,BLB,"GENUS BLUE BLEACH",1,0,visible,"Professional Italian Hair Care: GENUS BLUE BLEACH","GENUS BLUE BLEACH",taxable,1,100,0,0,,,,,1,,,24874.85,"Genus > Other","Genus, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,BLW,"GENUS WHITE BLEACH",1,0,visible,"Professional Italian Hair Care: GENUS WHITE BLEACH","GENUS WHITE BLEACH",taxable,1,100,0,0,,,,,1,,,24874.85,"Genus > Other","Genus, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,"S 9TONE","9 TONE AZUL 500ML",1,0,visible,"Professional Italian Hair Care: 9 TONE AZUL 500ML","9 TONE AZUL 500ML",taxable,1,100,0,0,,,,,1,,,"29,139.11000","Genus > Other","Genus, Other, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,221,"SILVER SHAMPOO 300ML",1,0,visible,"Professional Italian Hair Care: SILVER SHAMPOO 300ML","SILVER SHAMPOO 300ML",taxable,1,100,0,0,,,,,1,,,8286.8786,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,222,"SILVER SHAMPOO 1000ML",1,0,visible,"Professional Italian Hair Care: SILVER SHAMPOO 1000ML","SILVER SHAMPOO 1000ML",taxable,1,100,0,0,,,,,1,,,"15,465.04960","Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,605,"HAIR DIRECT COLOR YELLOW",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR YELLOW","HAIR DIRECT COLOR YELLOW",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,606,"HAIR DIRECT COLOR ORANGE",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR ORANGE","HAIR DIRECT COLOR ORANGE",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,607,"HAIR DIRECT COLOR RED",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR RED","HAIR DIRECT COLOR RED",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,608,"HAIR DIRECT COLOR PINK",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR PINK","HAIR DIRECT COLOR PINK",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,609,"HAIR DIRECT COLOR VIOLET",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR VIOLET","HAIR DIRECT COLOR VIOLET",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,610,"HAIR DIRECT COLOR BLUE",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR BLUE","HAIR DIRECT COLOR BLUE",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,611,"HAIR DIRECT COLOR TURQUOISE",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR TURQUOISE","HAIR DIRECT COLOR TURQUOISE",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,612,"HAIR DIRECT COLOR GREEN",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR GREEN","HAIR DIRECT COLOR GREEN",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,613,"HAIR DIRECT COLOR ACID GREEN",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR ACID GREEN","HAIR DIRECT COLOR ACID GREEN",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,614,"HAIR DIRECT COLOR WHITE",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR WHITE","HAIR DIRECT COLOR WHITE",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,615,"HAIR DIRECT COLOR PEARL GREY",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR PEARL GREY","HAIR DIRECT COLOR PEARL GREY",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,616,"HAIR DIRECT COLOR CLEAR",1,0,visible,"Professional Italian Hair Care: HAIR DIRECT COLOR CLEAR","HAIR DIRECT COLOR CLEAR",taxable,1,100,0,0,,,,,1,,,15820.4046,"Genus > Technical & Coloring","Genus, Technical & Coloring, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,370,"1 SILVER COLORING MASK 200ML",1,0,visible,"Professional Italian Hair Care: 1 SILVER COLORING MASK 200ML","1 SILVER COLORING MASK 200ML",taxable,1,100,0,0,,,,,1,,,"13,261.84860","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,371,"2 VIOLET COLORING MASK 200ML",1,0,visible,"Professional Italian Hair Care: 2 VIOLET COLORING MASK 200ML","2 VIOLET COLORING MASK 200ML",taxable,1,100,0,0,,,,,1,,,"13,261.84860","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,372,"3 CARAMEL COLORING MASK            
200ML",1,0,visible,"Professional Italian Hair Care: 3 CARAMEL COLORING MASK            
200ML","3 CARAMEL COLORING MASK 200ML",taxable,1,100,0,0,,,,,1,,,"13,261.84860","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,373,"4 COPPER COLORING MASK 200ML",1,0,visible,"Professional Italian Hair Care: 4 COPPER COLORING MASK 200ML","4 COPPER COLORING MASK 200ML",taxable,1,100,0,0,,,,,1,,,"13,261.84860","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,374,"5 BEIGE COLORING MASK 200ML",1,0,visible,"Professional Italian Hair Care: 5 BEIGE COLORING MASK 200ML","5 BEIGE COLORING MASK 200ML",taxable,1,100,0,0,,,,,1,,,"13,261.84860","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,375,"6 RED COLORING MASK 200ML",1,0,visible,"Professional Italian Hair Care: 6 RED COLORING MASK 200ML","6 RED COLORING MASK 200ML",taxable,1,100,0,0,,,,,1,,,"13,261.84860","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,376,"7 CHOCOLATE COLORING MASK
200ML",1,0,visible,"Professional Italian Hair Care: 7 CHOCOLATE COLORING MASK
200ML","7 CHOCOLATE COLORING MASK
200ML",taxable,1,100,0,0,,,,,1,,,"13,261.84860","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,214,"COLOR PROTECTION SHAMPOO    
300ML",1,0,visible,"Professional Italian Hair Care: COLOR PROTECTION SHAMPOO    
300ML","COLOR PROTECTION SHAMPOO 300ML",taxable,1,100,0,0,,,,,1,,,7391.384,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,205,"COLOR PROTECTION SHAMPOO    
1000ML",1,0,visible,"Professional Italian Hair Care: COLOR PROTECTION SHAMPOO    
1000ML","COLOR PROTECTION SHAMPOO 1000ML",taxable,1,100,0,0,,,,,1,,,12266.8546,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,239,"COLOR PROTECTION MASK 500ML",1,0,visible,"Professional Italian Hair Care: COLOR PROTECTION MASK 500ML","COLOR PROTECTION MASK 500ML",taxable,1,100,0,0,,,,,1,,,"8,457.44900","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,215,"COLOR PROTECTION                          
CONDITIONER 300ML",1,0,visible,"Professional Italian Hair Care: COLOR PROTECTION                          
CONDITIONER 300ML","COLOR PROTECTION CONDITIONER 300ML",taxable,1,100,0,0,,,,,1,,,8286.8786,"Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,206,"COLOR PROTECTION                        
CONDITIONER 1000ML",1,0,visible,"Professional Italian Hair Care: COLOR PROTECTION                        
CONDITIONER 1000ML","COLOR PROTECTION CONDITIONER 1000ML",taxable,1,100,0,0,,,,,1,,,12082.07,"Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,250,"COLOR SEALING CREAM 200ML.",1,0,visible,"Professional Italian Hair Care: COLOR SEALING CREAM 200ML.","COLOR SEALING CREAM 200ML",taxable,1,100,0,0,,,,,1,,,"12,721.70900","Genus > Styling & Finishing","Genus, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,216,"MOISTURIZING SHAMPOO 300ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING SHAMPOO 300ML","MOISTURIZING SHAMPOO 300ML",taxable,1,100,0,0,,,,,1,,,11726.715,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,207,"MOISTURIZING SHAMPOO 1000ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING SHAMPOO 1000ML","MOISTURIZING SHAMPOO 1000ML",taxable,1,100,0,0,,,,,1,,,"17,412.39500","Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,240,"MOISTURIZING MASK 500ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING MASK 500ML","MOISTURIZING MASK 500ML",taxable,1,100,0,0,,,,,1,,,"14,015.20120","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,294,"MOISTURIZING MASK 1000ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING MASK 1000ML","MOISTURIZING MASK 1000ML",taxable,1,100,0,0,,,,,1,,,19388.1688,"Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,251,"MULTI-ACTION LEAVE-IN MASK
200ML",1,0,visible,"Professional Italian Hair Care: MULTI-ACTION LEAVE-IN MASK
200ML","MULTI-ACTION LEAVE-IN MASK 200ML",taxable,1,100,0,0,,,,,1,,,16872.2554,"Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,249,"MOISTURIZING SERUM 100ML",1,0,visible,"Professional Italian Hair Care: MOISTURIZING SERUM 100ML","MOISTURIZING SERUM 100ML",taxable,1,100,0,0,,,,,1,,,17170.7536,"Genus > Treatments & Serums","Genus, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,217,"RESTRUCTURING SHAMPOO 300ML",1,0,visible,"Professional Italian Hair Care: RESTRUCTURING SHAMPOO 300ML","RESTRUCTURING SHAMPOO 300ML",taxable,1,100,0,0,,,,,1,,,7391.384,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,208,"RESTRUCTURING SHAMPOO
1000ML",1,0,visible,"Professional Italian Hair Care: RESTRUCTURING SHAMPOO
1000ML","RESTRUCTURING SHAMPOO 1000ML",taxable,1,100,0,0,,,,,1,,,12266.8546,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,241,"RESTRUCTURING MASK 500ML",1,0,visible,"Professional Italian Hair Care: RESTRUCTURING MASK 500ML","RESTRUCTURING MASK 500ML",taxable,1,100,0,0,,,,,1,,,"8,457.44900","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,295,"RESTRUCTURING MASK 1000ML",1,0,visible,"Professional Italian Hair Care: RESTRUCTURING MASK 1000ML","RESTRUCTURING MASK 1000ML",taxable,1,100,0,0,,,,,1,,,11726.715,"Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,265,"ANTI FRIZZ RESTRUCTURING CREAM 300ML",1,0,visible,"Professional Italian Hair Care: ANTI FRIZZ RESTRUCTURING CREAM 300ML","ANTI FRIZZ RESTRUCTURING CREAM 300ML",taxable,1,100,0,0,,,,,1,,,10845.4346,"Genus > Styling & Finishing","Genus, Styling & Finishing, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,242,"SPLIT ENDS RESTRUCTURING TREATMENT 100ML",1,0,visible,"Professional Italian Hair Care: SPLIT ENDS RESTRUCTURING TREATMENT 100ML","SPLIT ENDS RESTRUCTURING TREATMENT 100ML",taxable,1,100,0,0,,,,,1,,,"16,275.25900","Genus > Treatments & Serums","Genus, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,243,"RESTRUCTURING LEAVE-IN LOTION 125ML",1,0,visible,"Professional Italian Hair Care: RESTRUCTURING LEAVE-IN LOTION 125ML","RESTRUCTURING LEAVE-IN LOTION 125ML",taxable,1,100,0,0,,,,,1,,,14398.9846,"Genus > Treatments & Serums","Genus, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,247,"RESTRUCTURING LEAVE-IN LOTION 12X10ML",1,0,visible,"Professional Italian Hair Care: RESTRUCTURING LEAVE-IN LOTION 12X10ML","RESTRUCTURING LEAVE-IN LOTION 12X10ML",taxable,1,100,0,0,,,,,1,,,19118.099,"Genus > Treatments & Serums","Genus, Treatments & Serums, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,291,"NOURISHING SHAMPOO 300ML",1,0,visible,"Professional Italian Hair Care: NOURISHING SHAMPOO 300ML","NOURISHING SHAMPOO 300ML",taxable,1,100,0,0,,,,,1,,,7391.384,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,209,"NOURISHING SHAMPOO 1000ML",1,0,visible,"Professional Italian Hair Care: NOURISHING SHAMPOO 1000ML","NOURISHING SHAMPOO 1000ML",taxable,1,100,0,0,,,,,1,,,12266.8546,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,292,"NOURISHING MASK 500ML",1,0,visible,"Professional Italian Hair Care: NOURISHING MASK 500ML","NOURISHING MASK 500ML",taxable,1,100,0,0,,,,,1,,,"8,457.44900","Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,237,"NOURISHING MASK 1000ML",1,0,visible,"Professional Italian Hair Care: NOURISHING MASK 1000ML","NOURISHING MASK 1000ML",taxable,1,100,0,0,,,,,1,,,11726.715,"Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,288,"REVITALIZING GARLIC SHAMPOO
300ML",1,0,visible,"Professional Italian Hair Care: REVITALIZING GARLIC SHAMPOO
300ML","REVITALIZING GARLIC SHAMPOO 300ML",taxable,1,100,0,0,,,,,1,,,"6,510.10360","Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,210,"REVITALIZING GARLIC SHAMPOO
1000ML",1,0,visible,"Professional Italian Hair Care: REVITALIZING GARLIC SHAMPOO
1000ML","REVITALIZING GARLIC SHAMPOO 1000ML",taxable,1,100,0,0,,,,,1,,,11840.4286,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,238,"REVITALIZING GARLIC MASK
1000ML",1,0,visible,"Professional Italian Hair Care: REVITALIZING GARLIC MASK
1000ML","REVITALIZING GARLIC MASK 1000ML",taxable,1,100,0,0,,,,,1,,,11726.715,"Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,218,"ENERGIZING SHAMPOO 300ML",1,0,visible,"Professional Italian Hair Care: ENERGIZING SHAMPOO 300ML","ENERGIZING SHAMPOO 300ML",taxable,1,100,0,0,,,,,1,,,"7,817.81000","Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,211,"ENERGIZING SHAMPOO 1000ML",1,0,visible,"Professional Italian Hair Care: ENERGIZING SHAMPOO 1000ML","ENERGIZING SHAMPOO 1000ML",taxable,1,100,0,0,,,,,1,,,13688.2746,"Genus > Shampoos","Genus, Shampoos, Italian Cosmetics",,,,,,,,,,,0,,,,
simple,266,"REINFORCING CLAY MASK 1000ML",1,0,visible,"Professional Italian Hair Care: REINFORCING CLAY MASK 1000ML","REINFORC13.95ING CLAY MASK 1000ML",taxable,1,100,0,0,,,,,1,,,19828.809,"Genus > Conditioners & Masks","Genus, Conditioners & Masks, Italian Cosmetics",,,,,,,,,,,0,,,,
